theta_0,theta_1,theta_2,theta_3,theta_4,time
1.2375064642198637,0.6971318955470587,5.785553486035302,4.141575192678816,4.753350046429736,0.2500500100020004
1.2477479022109073,0.7103803178024457,5.79927687892871,4.15620784323475,4.765576584680892,0.2600520104020804
1.2579852455586418,0.723625627927421,5.81299981952682,4.170844185079569,4.777807090712184,0.27005401080216046
1.2682184757769666,0.736867815417301,5.826722311594132,4.1854842387059605,4.790041569257206,0.28005601120224044
1.2784476042906727,0.7501068642196376,5.840444338731646,4.2001280139477135,4.802280031508827,0.2900580116023205
1.288672629513327,0.7633427606952582,5.854165893311476,4.214775525275232,4.814522485850134,0.3000600120024005
1.2988935499312233,0.7765754911915004,5.86788696765671,4.229426787133003,4.826768940679919,0.3100620124024805
1.3091103641033832,0.7898050420422131,5.881607554041406,4.2440818139396015,4.839019404412682,0.3200640128025605
1.3193230706615562,0.8030313995677557,5.895327644690599,4.25874062008768,4.851273885478626,0.33006601320264056
1.3295316683102187,0.8162545500749981,5.909047231780293,4.273403219943976,4.863532392323662,0.34006801360272054
1.3397361566895039,0.8294744797817694,5.922766306962327,4.288069627423176,4.875794933523303,0.3500700140028006
1.349936536078842,0.8426911748428036,5.936484861527551,4.302739856134259,4.8880615177435525,0.3600720144028806
1.3601328059083602,0.8559046214800731,5.950202887225471,4.317413920115616,4.900332153544419,0.3700740148029606
1.3703249657125898,0.8691148058992871,5.963920375739124,4.332091833364071,4.912606849505797,0.38007601520304063
1.3805130151351988,0.8823217142894779,5.977637318682476,4.346773609832556,4.924885614228091,0.39007801560312066
1.3906969539289908,0.8955253328230011,5.991353707600412,4.361459263430105,4.937168456332219,0.40008001600320064
1.4008767819559065,0.9087256476555351,6.00506953396875,4.376148808021858,4.949455384459609,0.4100820164032807
1.4110524991870224,0.9219226449260816,6.018784789194229,4.390842257429054,4.9617464072722015,0.4200840168033607
1.421224105702551,0.9351163107569649,6.032499464614517,4.405539625429041,4.974041533452445,0.4300860172034407
1.4313916016918415,0.9483066312538331,6.046213551498206,4.420240925755267,4.986340771703302,0.44008801760352073
1.4415549874533795,0.9614935925056566,6.059927041044814,4.434946172097284,4.9986441307482465,0.45009001800360077
1.4517142633947866,0.9746771805847293,6.073639924384784,4.449655378100749,5.010951619331261,0.46009201840368075
1.4618694299841113,0.987857381627086,6.087352192704306,4.464368557284216,5.023263246143521,0.4700940188037608
1.472020487574173,1.0010341821225066,6.10106383769543,4.479085722739085,5.035579019558977,0.4800960192038408
1.482167436788256,1.0142075682777434,6.114774850567729,4.493806887788437,5.047898948214936,0.4900980196039208
1.4923102783830937,1.027377526242734,6.128485222399398,4.5085320657529895,5.060223040805816,0.5001000200040008
1.502449013218495,1.0405440421607433,6.14219494421509,4.523261269899211,5.072551306037422,0.5101020204040808
1.5125836422573462,1.0537071021683635,6.15590400698591,4.537994513439323,5.084883752626949,0.5201040208041608
1.522714166565609,1.0668666923955152,6.1696124016294185,4.5527318095312985,5.097220389302981,0.5301060212042409
1.5328405873123223,1.0800227989654463,6.183320119009628,4.567473171278864,5.109561224805492,0.5401080216043209
1.5429629057696013,1.0931754079947322,6.197027149937009,4.582218611731495,5.121906267885845,0.550110022004401
1.5530811233126374,1.106324505593276,6.210733485168483,4.596968143884423,5.134255527306794,0.5601120224044809
1.5631952414196988,1.1194700778643092,6.224439115407424,4.61172178067863,5.14660901184248,0.5701140228045609
1.57330526167213,1.13261211090439,6.2381440313036665,4.626479535000851,5.158966730278435,0.580116023204641
1.5834111857545299,1.1457505908107108,6.251848223463082,4.6412414196731415,5.1713286914049394,0.590118023604721
1.5935130154630646,1.158885504022145,6.265551682895134,4.6560074469659325,5.183694903707058,0.600120024004801
1.603610752695402,1.172016836906302,6.279254400470982,4.670777629187632,5.196065375739946,0.6101220244048811
1.6137043994485691,1.185144575671585,6.2929563668080695,4.685551978810185,5.208440116208784,0.620124024804961
1.6237939578229095,1.1982687065295867,6.306657572483234,4.700330508237212,5.220819133821181,0.630126025205041
1.6338794300220834,1.2113892156950872,6.320358008032708,4.715113229804004,5.233202437287171,0.640128025605121
1.6439608183530683,1.2245060893860555,6.334057663952121,4.729900155777525,5.245590035319215,0.6501300260052011
1.654038125226158,1.2376193138236498,6.3477565306964925,4.744691298356413,5.257981936632202,0.6601320264052811
1.6641113531549634,1.2507288752322159,6.361454598680239,4.759486669670978,5.270378149943448,0.670134026805361
1.6741805047564122,1.2638347598392892,6.375151858277172,4.774286281783205,5.282778683972696,0.6801360272054411
1.6842455827507485,1.276936953875593,6.388848299820497,4.78909014668675,5.295183547442117,0.6901380276055211
1.694306589961534,1.2900354435750396,6.402543913602812,4.803898276306941,5.307592749076309,0.7001400280056012
1.704363529315646,1.3031302151747295,6.416238689876113,4.8187106825007815,5.320006297602296,0.7101420284056812
1.71441640409202,1.3162212550560006,6.429932618935455,4.833527376704658,5.332424201628362,0.7201440288057612
1.7244652180578548,1.3293085498216641,6.4436256911647725,4.848348369741431,5.344846469577702,0.7301460292058412
1.7345099746668642,1.342392085841372,6.457317896767196,4.863173672955949,5.357273110078973,0.7401480296059212
1.7445506774744266,1.355471849487028,6.471009225904695,4.878003297627074,5.3697041317640615,0.7501500300060012
1.75458733015391,1.3685478271420437,6.484699668703569,4.892837254944556,5.382139543260137,0.7601520304060813
1.7646199364966721,1.3816200052013405,6.498389215254446,4.907675556009042,5.394579353189645,0.7701540308061613
1.7746485004120596,1.3946883700713482,6.512077855612285,4.9225182118320685,5.407023570170314,0.7801560312062413
1.7846730259274082,1.4077529081700046,6.525765579796375,4.937365233336065,5.419472202815152,0.7901580316063213
1.7946935171880436,1.4208136059267573,6.539452377790336,4.9522166313543545,5.431925259732445,0.8001600320064013
1.8047099784572802,1.4338704497825614,6.553138239542113,4.967072416631151,5.44438274952576,0.8101620324064813
1.814722414116422,1.4469234261898813,6.566823154963988,4.981932599821562,5.456844680793944,0.8201640328065614
1.8247308286647623,1.45997252161269,6.580507113932566,4.996797191491584,5.469311062131124,0.8301660332066414
1.834735224180219,1.4730177210356867,6.594190105342444,5.011666205765878,5.481781903455429,0.8401680336067214
1.8447356122240188,1.4860590149531683,6.607872121542711,5.026539643226826,5.494257209779862,0.8501700340068014
1.8547319941795295,1.499096387826567,6.621553151009844,5.041417519157564,5.506736991500012,0.8601720344068814
1.8647243753134268,1.5121298263393252,6.635233183587865,5.056299843343286,5.519221257036544,0.8701740348069614
1.8747127610134464,1.5251593171881972,6.648912209086272,5.071186625475666,5.531710014803796,0.8801760352070415
1.8846971567896589,1.5381848470839963,6.662590217280512,5.08607787515103,5.54420327320911,0.8901780356071215
1.8946775682757435,1.551206402752344,6.676267197912454,5.100973601868525,5.556701040652171,0.9001800360072015
1.9046540012302624,1.5642239709344175,6.689943140690869,5.1158738150282845,5.5692033255243345,0.9101820364072815
1.9146264615379356,1.5772375383876978,6.703618035291901,5.130778523929603,5.5817101362079615,0.9201840368073615
1.9245949552109143,1.5902470918867182,6.71729187135954,5.145687737769103,5.594221481075753,0.9301860372074415
1.934559488390056,1.6032526182238116,6.730964638506104,5.160601465638905,5.606737368490082,0.9401880376075216
1.944520067346199,1.6162541042098595,6.744636326312707,5.1755197165247955,5.619257806802327,0.9501900380076016
1.9544766984818778,1.6292515366753144,6.75830692432992,5.190442499303752,5.631782804351954,0.9601920384076816
1.9644293888798652,1.642244902810075,6.771976422306415,5.205369821939043,5.64431236915435,0.9701940388077616
1.9743781458354885,1.6552341898736342,6.785644809993919,5.220301692166556,5.656846509167082,0.9801960392078416
1.9843229763695358,1.668219384893195,6.799312076944077,5.235238118209595,5.6693852325672065,0.9901980396079216
1.9942638876571492,1.681200474929404,6.812978212687219,5.250179108149562,5.681928547507203,1.0002000400080016
2.0042008870297003,1.6941774470774735,6.826643206733074,5.26512466992325,5.69447646211397,1.0102020404080816
2.014133981976665,1.7071502884683,6.840307048571502,5.280074811320121,5.7070289844878115,1.0202040408081616
2.024063180147499,1.7201189862695874,6.853969727673215,5.295029539979598,5.71958612270143,1.0302060412082417
2.033988489353515,1.7330835276869647,6.867631233490512,5.3099888633883525,5.732147884798916,1.0402080416083217
2.043909917569755,1.7460438999651098,6.88129155545799,5.324952788877592,5.744714278794743,1.0502100420084017
2.05382747293687,1.7590000903888678,6.894950682993285,5.339921323620345,5.757285312672752,1.0602120424084818
2.063741163762992,1.7719520862843727,6.908608605497784,5.35489447462875,5.7698609943851515,1.0702140428085618
2.0736509985256104,1.784899875020168,6.922265312357362,5.369872248751343,5.782441331851498,1.0802160432086418
2.083556985873449,1.7978434440083269,6.935920792943097,5.3848546526703425,5.795026332957696,1.0902180436087219
2.09345913462834,1.810782780705574,6.949575036612005,5.3998416928989394,5.807616005554983,1.100220044008802
2.1033574537871,1.8237178726144045,6.96322803270776,5.414833375778583,5.820210357458922,1.1102220444088817
2.113251952523405,1.8366487072842066,6.976879770561421,5.42982970747627,5.832809396448399,1.1202240448089618
2.1231426401896676,1.8495752723123802,6.990530239492156,5.444830693981826,5.845413130264601,1.1302260452090418
2.13302952631891,1.862497555345459,7.004179428807971,5.459836341105202,5.858021566610019,1.1402280456091218
2.1429126206517637,1.875415544105194,7.017827327828099,5.474846654428215,5.870634713121219,1.1502300460092019
2.1527919333167826,1.8883292265669873,7.0314739260376395,5.489861638978379,5.883252577181634,1.160232046409282
2.1626674745026526,1.901238590633426,7.04511921280393,5.5048812998237855,5.895875166264559,1.170234046809362
2.172539254547101,1.9141436242218888,7.0587631774523505,5.519905641912619,5.908502487841323,1.180236047209442
2.1824072839830095,1.9270443153096235,7.0724058093052,5.534934669990258,5.9211345493341225,1.190238047609522
2.192271573540456,1.9399406519350355,7.086047097682564,5.549968388596258,5.93377135811483,1.200240048009602
2.2021321341487643,1.952832622198978,7.099687031903195,5.5650068020613235,5.946412921503812,1.210242048409682
2.2119889769385477,1.9657202142660428,7.1133256012853785,5.580049914504293,5.959059246768742,1.2202440488097621
2.2218421132437554,1.9786034163658484,7.126962795147807,5.595097729829114,5.9717103411234085,1.230246049209842
2.231691554603719,1.9914822167943318,7.140598602810455,5.61015025172182,5.984366211726537,1.240248049609922
2.241537312765196,2.0043566039150367,7.154233013595446,5.625207483647517,5.997026865680596,1.250250050010002
2.2513793996844185,2.0172265661604047,7.167866016827934,5.640269428847353,6.009692310030614,1.260252050410082
2.261217827529136,2.030092092033063,7.181497601836964,5.655336090335501,6.02236255176299,1.270254050810162
2.2710526086806637,2.0429531701071175,7.195127757956352,5.670407470896136,6.0350375978043145,1.280256051210242
2.2808837557359274,2.055809789029439,7.2087564745255595,5.685483573080418,6.0477174550201696,1.2902580516103221
2.2907112815095085,2.0686619375209565,7.2223837408905585,5.700564399203464,6.060402130213957,1.3002600520104022
2.3005351990356906,2.081509604377944,7.236009546404708,5.715649951341333,6.073091630125699,1.3102620524104822
2.3103555215705045,2.094352778473313,7.249633880429629,5.7307402313279985,6.08578596143086,1.3202640528105622
2.3201722625937755,2.1071914487579,7.26325673233607,5.745835240752333,6.098485130739157,1.3302660532106423
2.329985435471277,2.120025604124461,7.27687809143496,5.760934981391712,6.111189144703755,1.340268053610722
2.3397950533572898,2.132855233368776,7.290497946957837,5.7760394553368,6.1238980100523905,1.3502700540108021
2.3496011301842983,2.1456803255898897,7.304116288260626,5.791148663719773,6.136611733265437,1.3602720544108822
2.359403680115409,2.1585008699693864,7.317733104711593,5.806262607417354,6.149330320753213,1.3702740548109622
2.3692027175291974,2.1713168557657294,7.331348385688686,5.821381287069891,6.162053778860382,1.3802760552110422
2.378998257021151,2.18412827231531,7.344962120580284,5.836504703079108,6.1747821138649615,1.3902780556111223
2.3887903134051096,2.1969351090334928,7.358574298785946,5.851632855605864,6.187515331977334,1.4002800560112023
2.3985789017147088,2.2097373554156596,7.372184909717154,5.866765744567902,6.200253439339253,1.4102820564112823
2.40836403720482,2.222535001038257,7.3857939427980694,5.8819033696376035,6.212996442022856,1.4202840568113624
2.4181457353529945,2.235328035559843,7.399401387466274,5.897045730239751,6.225744346029674,1.4302860572114424
2.4279240118609042,2.2481164487221315,7.413007233173524,5.91219282554927,6.238497157289637,1.4402880576115225
2.437698882655784,2.260900230351038,7.426611469386494,5.927344654488993,6.2512548816600875,1.4502900580116025
2.447470363891873,2.273679370357727,7.440214085587529,5.94250121572741,6.264017524924787,1.4602920584116823
2.457238471951858,2.2864538587396575,7.453815071275389,5.957662507676422,6.276785092792931,1.4702940588117623
2.467003223448313,2.299223685581628,7.467414415966001,5.972828528489097,6.2895575908981485,1.4802960592118424
2.4767646352251433,2.3119888410568223,7.481012109193205,5.987999276057423,6.3023350247975225,1.4902980596119224
2.486522724359028,2.3247493154278582,7.494608140509503,6.003174748010066,6.315117399970592,1.5003000600120024
2.4962775081608584,2.3375050990478297,7.508202499486807,6.018354941710119,6.327904721818363,1.5103020604120825
2.5060290041718627,2.3502561823635415,7.52179517571971,6.033539854255877,6.3406969956599175,1.5203040608121625
2.5157772299972394,2.363002555985518,7.535386158905685,6.048729482573764,6.353494226655633,1.5303060612122426
2.5255222035334848,2.375744210596217,7.548975438738883,6.063923823287974,6.366296419908211,1.5403080616123226
2.5352639429865107,2.388481136944223,7.56256300490298,6.079122872708769,6.3791035804692156,1.5503100620124026
2.5450024667990334,2.4012133258757284,7.576148847106993,6.094326626872234,6.391915713304641,1.5603120624124827
2.5547377936518583,2.41394076833564,7.5897329550861,6.109535081538114,6.404732823293847,1.5703140628125627
2.564469942465171,2.4266634553686908,7.603315318602459,6.124748232187662,6.417554915228505,1.5803160632126425
2.5741989323998262,2.439381378120547,7.616895927446036,6.139966074021479,6.430381993811531,1.5903180636127225
2.5839247828586327,2.4520945278389172,7.630474771435419,6.155188601957349,6.443214063656032,1.6003200640128026
2.593647513487646,2.464802895874662,7.644051840418642,6.170415810628089,6.456051129284241,1.6103220644128826
2.603367144177454,2.4775064736829044,7.657627124274005,6.185647694379385,6.468893195126461,1.6203240648129626
2.6130836950644674,2.490205252824135,7.671200612910897,6.200884247267636,6.481740265520005,1.6303260652130427
2.622797186532206,2.502899224965324,7.684772296270613,6.216125463057793,6.494592344708134,1.6403280656131227
2.6325076392125903,2.51558838188103,7.698342164327181,6.231371335221201,6.507449436838999,1.6503300660132028
2.6422150739872263,2.5282727154545075,7.711910207088177,6.246621856933443,6.520311545964577,1.6603320664132828
2.6519195119886967,2.540952217678817,7.7254764145955495,6.261877021072178,6.53317867603962,1.6703340668133628
2.661620974601849,2.553626880657935,7.73904077692644,6.2771368202149835,6.546050830920585,1.6803360672134429
2.6713194834650826,2.566296696607859,7.752603284194001,6.292401246637197,6.5589280143645805,1.6903380676135227
2.681015060471639,2.578961657857722,7.766163926548225,6.3076702923097585,6.571810230028306,1.7003400680136027
2.690707727702137,2.59162175687255,7.779722694195495,6.322943948944962,6.584697481447438,1.7103420684136827
2.700397507246225,2.604276986310941,7.793279577448377,6.338222208119482,6.597589771984488,1.7203440688137628
2.710084421660269,2.6169273388824474,7.806834566602035,6.353505060954159,6.610487104957532,1.7303460692138428
2.7197684937829365,2.629572807407165,7.8203876519856745,6.36879249824126,6.623389483586338,1.7403480696139229
2.7294497467071763,2.6422133848260727,7.833938823971346,6.384084510462734,6.636296910982975,1.750350070014003
2.739128203781277,2.654849064202213,7.8474880729748335,6.399381087788224,6.649209390150686,1.760352070414083
2.748803888609927,2.667479838721874,7.8610353894565375,6.414682220073061,6.662126923982764,1.770354070814163
2.7584768250552725,2.6801057016957714,7.874580763922355,6.429987896856271,6.675049515261425,1.780356071214243
2.768147037237977,2.6927266465602284,7.888124186924568,6.445298107358569,6.687977166656682,1.790358071614323
2.7778145495382796,2.705342666878358,7.901665649062722,6.460612840480368,6.700909880725227,1.800360072014403
2.7874793865970555,2.7179537563412417,7.915205140984516,6.475932084799776,6.713847659909295,1.8103620724144829
2.797141573316873,2.730559908769116,7.928742653386678,6.491255828570599,6.726790506535549,1.820364072814563
2.8068011348630537,2.7431611181125484,7.942278177015857,6.506584059720338,6.7397384228139465,1.830366073214643
2.8164580966647317,2.755757378453622,7.955811702669499,6.521916765848199,6.752691410836623,1.840368073614723
2.826112484415911,2.7683486840071136,7.969343221196737,6.537253934223085,6.765649472576758,1.850370074014803
2.8357643240765267,2.78093502912168,7.982872723499269,6.552595551781603,6.778612609887457,1.860372074414883
2.8454136418735017,2.7935164082810338,7.9964002005322445,6.567941605126063,6.791580824500622,1.870374074814963
2.855060464301808,2.806092816105128,8.009925643305149,6.583292080522482,6.804554118025829,1.8803760752150431
2.864704818125524,2.8186642473513355,8.023449042882687,6.598646963898581,6.8175324919491995,1.8903780756151232
2.874346730046159,2.8312306969328445,8.036970390406116,6.614006241140874,6.83051594762826,1.9003800760152032
2.883986226934722,2.8437921599078875,8.050489677079941,6.629369897885027,6.8435044862936065,1.9103820764152832
2.893623336226565,2.856348631460554,8.064006894148577,6.644737919159886,6.856498109052533,1.9203840768153633
2.9032580856185985,2.868900106917689,8.077522032915912,6.660110289658605,6.86949681688424,1.930386077215443
2.912890503069922,2.881446581750097,8.091035084746224,6.675486993737028,6.8825006106387026,1.9403880776155231
2.9225206168024864,2.893988051573742,8.104546041065088,6.690868015412046,6.895509491035542,1.9503900780156032
2.9321484553017596,2.9065245121509506,8.11805489336028,6.706253338359954,6.9085234586628905,1.9603920784156832
2.941774047317389,2.9190559593916143,8.131561633182685,6.721642945914807,6.921542513976271,1.9703940788157632
2.9513974218638666,2.931582389354389,8.145066252147206,6.737036821066778,6.934566657297456,1.9803960792158433
2.961018608221191,2.944103798247898,8.158568741933676,6.752434946460513,6.947595888813346,1.9903980796159233
2.9706376359355335,2.956620182431936,8.17206909428776,6.7678373043934865,6.960630208574838,2.000400080016003
2.9802545348199,2.9691315384186656,8.185567301021864,6.783243876814363,6.973669616495693,2.010402080416083
2.9898693349547942,2.981637862873824,8.199063354016044,6.798654645321346,6.9867141123514065,2.020404080816163
2.999482066688884,2.9941391526179224,8.212557245218916,6.814069591160542,6.999763695778081,2.030406081216243
3.0090927606396636,3.0066354046274464,8.22604896664856,6.829488695224311,7.012818366271295,2.0404080816163233
3.018701447694116,3.0191266160360613,8.239538510393428,6.844911938049627,7.025878123184973,2.0504100820164033
3.028308159009379,3.031612784135811,8.253025868613257,6.860339299816435,7.0389429657302545,2.0604120824164833
3.037912926013408,3.04409390637832,8.266511033539969,6.875770760346003,7.052012892974366,2.0704140828165634
3.047515780338253,3.056569980371276,8.279993997475726,6.891206299166716,7.065087903847026,2.0804160832166434
3.057116753216992,3.069041003837328,8.29347475276823,6.906645896116556,7.0781679972068225,2.0904180836167234
3.066715876537363,3.081506974689067,8.306953291856285,6.9220895302878,7.091253171722343,2.1004200840168035
3.076313182609307,3.0939678910138917,8.320429607260834,6.937537180258646,7.104343425897109,2.1104220844168835
3.0859087039999613,3.106423751063604,8.333903691578824,6.952988824257354,7.1174387580869745,2.1204240848169635
3.095502473533765,3.118874553255571,8.3473755374841,6.968444440161158,7.130539166499054,2.1304260852170436
3.105094524292562,3.131320296173888,8.360845137728282,6.983904005495184,7.143644649190664,2.1404280856171236
3.1146848896157064,3.1437609785705405,8.374312485141653,6.999367497431367,7.156755204068244,2.1504300860172036
3.124273603100168,3.1561965993665666,8.387777572634043,7.014834892787366,7.169870828886296,2.1604320864172837
3.1338606986006345,3.1686271576532206,8.401240393195712,7.030306168025481,7.18299152124632,2.1704340868173637
3.143446210229619,3.181052652693134,8.414700939898239,7.045781299251568,7.19611727859574,2.1804360872174438
3.1530301723575613,3.1934730839214804,8.428159205895392,7.061260262213956,7.20924809822684,2.190438087617524
3.1626126196129363,3.205888450947135,8.441615184424034,7.076743032302362,7.222383977275693,2.200440088017604
3.172193586882355,3.2182987535538388,8.455068868804986,7.092229584546807,7.235524912721103,2.210442088417684
3.181773109310671,3.2307039917013616,8.468520252443925,7.107719893616536,7.248670901383526,2.2204440888177635
3.191351222301085,3.2431041655266646,8.48196932883226,7.123213933818928,7.26182193992401,2.2304460892178435
3.2009279615152497,3.255499275345061,8.495416091548025,7.138711679098416,7.274978024843127,2.2404480896179235
3.2105033628733715,3.267889321651379,8.508860534256753,7.154213103035405,7.288139152479902,2.2504500900180036
3.2200774625543196,3.280274305121128,8.522302650712364,7.169718178845179,7.301305319010748,2.2604520904180836
3.2296502966334906,3.2926542265521235,8.535742434717617,7.185226879765571,7.314476520521868,2.2704540908181636
3.2392219008655454,3.3050290868299297,8.54917988010072,7.200739179289134,7.327652753052272,2.2804560912182437
3.2487923119243827,3.3173988871327884,8.562614980854628,7.216255049831492,7.34083401234124,2.2904580916183237
3.258361566750726,3.329763628825543,8.576047731065087,7.231774463430502,7.354020293959604,2.3004600920184037
3.2679297025225766,3.342123313455927,8.589478124908206,7.247297391776995,7.367211593314687,2.3104620924184838
3.277496756654602,3.3544779427556106,8.602906156651263,7.262823806214463,7.380407905649385,2.320464092818564
3.287062766797529,3.366827518641245,8.616331820653505,7.278353677738733,7.3936092260412405,2.330466093218644
3.2966277708375356,3.379172043215508,8.629755111366958,7.293886976997656,7.406815549401527,2.340468093618724
3.3061918068956375,3.391511518768149,8.643176023337226,7.309423674290784,7.420026870474317,2.350470094018804
3.315754913327083,3.403845947777034,8.656594551204302,7.324963739569058,7.433243183835566,2.360472094418884
3.325317128720741,3.416175332909192,8.670010689703368,7.340507142434484,7.44646448389219,2.370474094818964
3.334878491898492,3.4284996770218585,8.683424433665596,7.356053852139819,7.459690764881137,2.380476095219044
3.3444390419146215,3.440818983163522,8.696835778018963,7.371603837588254,7.472922020868474,2.390478095619124
3.353998818055207,3.453133254574968,8.710244717789045,7.387157067333093,7.4861582457484515,2.400480096019204
3.36355785983751,3.4654424946903264,8.723651248099827,7.402713509577436,7.499399433242596,2.410482096419284
3.373116207009369,3.477746707138114,8.737055364174505,7.418273132173863,7.512645576898774,2.420484096819364
3.3826738995485863,3.4900458957422815,8.750457061336293,7.433835902624116,7.52589667009028,2.430486097219444
3.392230977662321,3.502340064523258,8.763856335009224,7.449401788078779,7.539152706014903,2.4404880976195242
3.4017874817679497,3.5146292176944014,8.77725318071586,7.464970755358008,7.552413677699193,2.450490098019604
3.4113434516092336,3.5269133594440283,8.79064759393039,7.480542771954366,7.565679578244326,2.460492098419684
3.4208989273617174,3.5391924942107176,8.80403957026439,7.496117804776313,7.578950400516134,2.470494098819764
3.4304539498419233,3.5514666267363846,8.817429105502725,7.511695819909604,7.592226137085565,2.480496099219844
3.440008560067827,3.563735761958485,8.830816195530947,7.527276783115475,7.605506780350399,2.490498099619924
3.449562799257423,3.575999905010857,8.844200836335956,7.542860659831273,7.618792322534555,2.500500100020004
3.4591167088272883,3.5882590612245586,8.85758302400667,7.55844741517107,7.632082755687406,2.510502100420084
3.468670330391148,3.600513236128712,8.870962754734702,7.574037013926283,7.645378071683079,2.520504100820164
3.478223705758438,3.6127624354513403,8.884340024815005,7.5896294205662995,7.65867826221977,2.530506101220244
3.487776876932871,3.6250066651202095,8.897714830646557,7.605224599239097,7.671983318819049,2.540508101620324
3.4973298861109985,3.637245931263669,8.911087168733017,7.620822513771861,7.6852932328251695,2.550510102020404
3.506882775680778,3.64948024021149,8.924457035683396,7.636423127671608,7.698607995404373,2.560512102420484
3.516435588220135,3.6617095984957087,8.937824428212718,7.652026404125808,7.711927597544205,2.5705141028205643
3.5259883664955285,3.673934012851464,8.951189343142694,7.667632306003,7.725252030052818,2.5805161032206443
3.535541153460515,3.6861534902178397,8.964551777402384,7.683240795853418,7.738581283558279,2.5905181036207243
3.545093992254312,3.698368037738703,8.97791172802886,7.698851835909611,7.751915348507881,2.6005201040208044
3.5546469262003657,3.710577662763547,8.991269192167875,7.71446538808706,7.76525421516745,2.6105221044208844
3.56419999880491,3.7227823728483282,9.004624167074534,7.730081413984803,7.778597873620652,2.6205241048209644
3.5737532537555343,3.73498217575631,9.017976650113955,7.745699874886054,7.791946313768305,2.6305261052210445
3.583306734694004,3.747177079382436,9.031326638711798,7.7613207320301205,7.8052995254087305,2.6405281056211245
3.592860484466616,3.7593670915007418,9.044674130188763,7.77694394751221,7.818657498505688,2.6505301060212045
3.6024145468618607,3.7715522203542577,9.058019122147499,7.7925694821940255,7.832020222563307,2.6605321064212846
3.611968965950987,3.783732474432972,9.071361612327127,7.808197296495163,7.845387686861631,2.6705341068213646
3.6215237859529648,3.79590786242942,9.084701598574238,7.823827350554292,7.858759880503894,2.680536107221444
3.631079051232183,3.8080783932392293,9.098039078843367,7.83945960423082,7.872136792416138,2.6905381076215242
3.6406348062961422,3.820244075961664,9.111374051197469,7.855094017106557,7.885518411346836,2.7005401080216043
3.650191095793153,3.8324049199001737,9.124706513808382,7.870730548487379,7.89890472586651,2.7105421084216843
3.659747964510031,3.8445609345629395,9.138036464957313,7.886369157404893,7.912295724367352,2.7205441088217643
3.6693054573697936,3.856712129663417,9.151363903035305,7.902009802618102,7.9256913950628425,2.7305461092218444
3.678863619429356,3.868858515120887,9.164688826543708,7.917652442615067,7.939091725987373,2.7405481096219244
3.688422495877227,3.881000101060999,9.178011234094658,7.933297035614572,7.9524967049958635,2.7505501100220044
3.697982132031205,3.8931368978163166,9.191331124411551,7.948943539567791,7.965906319763386,2.7605521104220845
